train_loss,train_acc,valid_loss,valid_acc,lr
4.4752203496346565,0.04110054347826087,4.3178471378658125,0.058423913043478264,0.01
3.9862846169412505,0.0858889751552795,3.89051544147989,0.09375,0.01
3.630849706090015,0.13863548136645962,3.8051656432773755,0.10733695652173914,0.01
3.2899968975819416,0.1939052795031056,3.3309890394625454,0.1766304347826087,0.01
2.9917382631242644,0.24475931677018634,2.7759260716645615,0.2921195652173913,0.01
2.663112077838886,0.3108501552795031,2.397226499474567,0.3451086956521739,0.01
2.402096122688388,0.3685461956521739,2.278058119442152,0.40217391304347827,0.01
2.132933424496503,0.4280376552795031,1.910756810851719,0.5190217391304348,0.01
1.867739306843799,0.4829677795031056,1.7204558745674465,0.5149456521739131,0.01
1.626307948128037,0.5453222049689441,1.283965553926385,0.654891304347826,0.01
1.3783158394305601,0.6129658385093167,1.4311645238295845,0.5788043478260869,0.01
1.1573852526475183,0.6668769409937888,1.0093308350314265,0.7092391304347826,0.01
0.9524538186581238,0.726077251552795,0.8613919175189474,0.75,0.01
0.7696190914659766,0.7760093167701864,0.7562890700671984,0.7866847826086957,0.01
0.5701457267823797,0.8389945652173914,0.45115326604117517,0.875,0.01
0.4802440749654859,0.8650038819875776,0.42850069312945654,0.8790760869565217,0.01
0.35537614137720985,0.9018342391304348,0.25656732884438144,0.9334239130434783,0.01
0.2845903078776709,0.92284549689441,0.22695128943609155,0.9347826086956522,0.01
0.22660609256904224,0.9404114906832298,0.1191704232731591,0.9728260869565217,0.01
0.16120368832872706,0.9609375,0.07112557513882285,0.9809782608695652,0.01
0.12152583520101695,0.9731657608695652,0.05004425387343635,0.9945652173913043,0.01
0.08714400756068713,0.9832104037267081,0.0298259652260205,0.9932065217391305,0.01
0.0598361593358774,0.9903920807453416,0.021545526571571827,0.9959239130434783,0.01
0.0441636521881157,0.9932550465838509,0.03195637717600102,0.9945652173913043,0.01
0.033090944857096516,0.9958268633540373,0.01332171479968921,0.9972826086956522,0.01
0.03132128392553003,0.9954871894409938,0.006086822599172592,1.0,0.01
0.02491901978822888,0.9962150621118012,0.010094167705139389,0.9972826086956522,0.01
0.019932591956490595,0.9972340838509317,0.010987615501305656,0.9972826086956522,0.01
0.019604672162261392,0.9966517857142857,0.01793143679084175,0.9945652173913043,0.01
0.016752283403581956,0.9970885093167702,0.01497443732501858,0.9959239130434783,0.01
0.014896061575121206,0.9972826086956522,0.01568079780301322,0.9959239130434783,0.01
0.013432753499219866,0.9970885093167702,0.00946379273765437,0.9972826086956522,0.01
0.011926311903390224,0.9973796583850931,0.011971692833037156,0.9959239130434783,0.01
0.012523487858150316,0.9969914596273292,0.012012289945825773,0.9959239130434783,0.01
0.011934217341064897,0.9972340838509317,0.010524392484828992,0.9959239130434783,0.01
0.01256699264606299,0.9964091614906833,0.006490973851886456,0.998641304347826,0.01
0.009731447462625917,0.9975252329192547,0.006079515973713411,0.9972826086956522,0.01
0.010108687687681132,0.9974767080745341,0.006649144679692615,0.9972826086956522,0.01
0.010302459123336149,0.9973311335403726,0.007155505479718356,0.9972826086956522,0.01
0.01262505476143188,0.9969429347826086,0.005330314877463262,0.998641304347826,0.01
0.009957054295679786,0.9972826086956522,0.004659923929822347,0.9972826086956522,0.01
0.009327528275359966,0.9968458850931677,0.003563758061753343,0.9972826086956522,0.01
0.00966741235620163,0.9972826086956522,0.00709539309710912,0.9959239130434783,0.01
0.00940909363786395,0.9969914596273292,0.00727413201947575,0.9972826086956522,0.01
0.009587972365812866,0.9969914596273292,0.008247590341615369,0.9972826086956522,0.01
0.010618623208344237,0.9966517857142857,0.0051387089770287275,0.998641304347826,0.01
0.008086422764152426,0.9975737577639752,0.0050755616090179465,0.998641304347826,0.01
0.010662566809351006,0.9964576863354038,0.004219255430380936,0.9972826086956522,0.01
0.0094348002342299,0.9964576863354038,0.0037214573417061374,0.998641304347826,0.01
0.00973501163231128,0.9968458850931677,0.005019370911885862,0.998641304347826,0.01
0.008709396086329512,0.9969429347826086,0.004071604214993346,0.9972826086956522,0.01
0.009461521418325557,0.9971855590062112,0.005909260076409934,0.9959239130434783,0.01
0.008186820965341252,0.9974281832298136,0.0056273525646563785,0.9972826086956522,0.01
0.008885121973909681,0.9970885093167702,0.006869447116395863,0.9959239130434783,0.01
0.008420130834113575,0.9972340838509317,0.004084712964907774,0.9972826086956522,0.01
0.008144281770757787,0.9972826086956522,0.004419887332124231,0.9959239130434783,0.01
0.008018162313368611,0.9973796583850931,0.005052101120109792,0.998641304347826,0.01
0.008087833011587966,0.9971370341614907,0.004780969855821003,0.998641304347826,0.01
0.008213446516419257,0.9973796583850931,0.0048517114786512175,0.998641304347826,0.01
0.008231173049996937,0.9970399844720497,0.005711420046914693,0.998641304347826,0.01
0.008342296686977935,0.9971370341614907,0.0038275918062857313,0.998641304347826,0.01
0.007602432522538077,0.9973311335403726,0.0035241016328496776,0.998641304347826,0.01
0.007502111763749792,0.9973311335403726,0.004351750026335535,0.9972826086956522,0.01
0.008299904747111203,0.9971855590062112,0.00516311040289862,0.998641304347826,0.01
0.008209019645568423,0.9972826086956522,0.004226038126153467,0.998641304347826,0.01
0.00813355635882714,0.9972826086956522,0.004190237876331515,0.9972826086956522,0.01
0.008044406271833197,0.9973796583850931,0.004213475424836835,0.9972826086956522,0.01
0.008172675010043932,0.9970885093167702,0.004008516856550198,0.998641304347826,0.01
0.008004139224862714,0.9971370341614907,0.00473946576644464,0.998641304347826,0.01
0.007970094860289881,0.9970885093167702,0.003915116441456358,0.998641304347826,0.01
0.0075486267771158275,0.9974281832298136,0.004203263875198267,0.998641304347826,0.01
0.007574099910869234,0.9975737577639752,0.005706179623856493,0.998641304347826,0.01
0.007921843027575983,0.9974767080745341,0.00628728015884838,0.9972826086956522,0.01
0.008404118177388441,0.9971370341614907,0.004698127791609453,0.9959239130434783,0.01
0.008152777094810462,0.9972826086956522,0.004236923520574751,0.998641304347826,0.01
0.00819600149732436,0.9971855590062112,0.004612741918485288,0.9972826086956522,0.01
0.0075262419551159745,0.9976222826086957,0.004149057155819205,0.998641304347826,0.01
0.007461994352948603,0.9977678571428571,0.0033279142453861627,0.998641304347826,0.01
0.007949246265180699,0.9969914596273292,0.002772336008290396,1.0,0.01
0.009817425355746163,0.9969429347826086,0.0030744584383564475,0.998641304347826,0.01
0.006671292368201134,0.9979619565217391,0.0032985606078949313,0.998641304347826,0.001
